SAMPLE_ID,Answer
TEST_048,"핵심재정사업 성과관리제도를 안착시키기 위해서는 다음과 같은 노력이 필요합니다:

    1. 국민 이해도 향상: 국민이 핵심재정사업의 개념을 바로 알고, 선정 배경 및 주요 내용, 성과지표와 목표 설정, 그리고 그 의미를 이해하는 것이 중요합니다. 이를 위해 다양한 홍보 채널을 통해 쉽게 이해할 수 있는 정보를 제공해야 합니다.

    2. 부처별 대표 성과지표 관리와의 구분: 핵심재정사업 성과관리와 부처별 대표 성과지표 관리가 구분되어 이해될 수 있도록 해야 합니다. 이는 두 체계가 서로 보완적인 역할을 할 수 있도록 하는 데 중요합니다.

    3. 성과관리체계 개선: 현행 핵심재정사업 성과관리체계가 중기 결과목표에 대한 평가를 병행하기 위해 도입한 '핵심사업평가'와 어떻게 다른지 명확히 이해하고, 이를 통해 차별화된 기능을 발휘할 수 있도록 해야 합니다.


    성과 정보를 학습의 도구로 활용하기 위해서는 다음과 같은 방안이 있습니다:

    1. 성과정보의 유용성 개선: 성과정보를 더 많이 사용하도록 유도하기 위해 그 유용성을 높여야 합니다. 이를 위해 성과정보를 더 쉽게 이해하고 활용할 수 있도록 시각화하거나, 다양한 형태로 제공하는 것이 필요합니다.
    2. 조직 학습 기회 제공: 성과정보를 징벌적 수단으로 사용하기보다는 전략적 검토와 조직 학습의 기회를 제공하는 데 활용해야 합니다. 이를 통해 조직이 지속적으로 개선될 수 있는 환경을 조성해야 합니다.
    3. 정기적인 보고와 성과 측정: 장기적으로 관리 문제를 해결하기 위해 CAP 목표의 진행 상황을 정기적으로 보고하고, 성과 측정을 통해 목표 달성을 위한 노력을 지속해야 합니다.


    이러한 노력과 방안이 함께 이루어질 때, 핵심재정사업 성과관리제도가 성공적으로 안착하고 국정운영을 뒷받침하는 중요한 역할을 할 수 있을 것입니다."
TEST_049,"사회보험 사각지대 발생의 주요 원인은 4대 사회보험의 제도적 틀이 갖추어져 있음에도 불구하고, 고용 취약계층과 소규모 사업장일수록 사회보험 가입이 저조하기 때문입니다. 이는 사업주의 비용절감, 보험 가입에 따른 근로자의 실질 가처분 소득 감소 등 현실적 이유로 인해 발생합니다.

이로 인해 저임금 근로자 등 고용 취약계층은 잦은 이직, 영세사업장의 빈번한 신생·소멸 등으로 소득단절 위험이 높아 사회보험 가입이 특히 중요하지만, 실제로는 가입이 저조한 상황입니다. 이는 실업, 질병, 사고 등 위험에 노출될 경우 사회보험 혜택을 받지 못해 경제적 어려움을 겪을 가능성이 높아진다는 문제를 초래합니다."
TEST_050,"청년일자리도약장려금은 취업에 어려움을 겪는 청년들을 지원하기 위해 마련된 정부 정책입니다. 이 정책은 일정 기준을 충족하는 만 19세에서 34세 사이의 청년을 대상으로 합니다. 구체적으로, 청년일자리도약장려금은 청년을 신규 채용하는 기업에 대해 지원금을 제공합니다.

    지원 방식은 다음과 같습니다:

    1. 최초 1년 동안은 매월 60만 원을 지급합니다.
    2. 2년 동안 근속 시에는 480만 원(월 40만 원 × 12개월)을 일시 지급합니다.

    이 정책은 청년들이 안정적인 일자리를 확보할 수 있도록 돕고, 기업들도 청년 채용을 장려하기 위해 마련되었습니다."
TEST_051,"수직적 재정조정제도와 수평적 재정조정제도는 지방재정조정제도의 두 가지 주요 유형입니다. 이 두 제도의 차이는 지방정부 간 재정 불균형을 해소하는 방식에 있습니다.

    수직적 재정조정제도는 중앙정부와 지방정부 간 재정 불균형을 해소하기 위해 중앙정부에서 지방정부로 재원을 이전하는 것을 말합니다. 이는 정부 층위에 따라 발생하는 지출과 자체수입 간 차이를 해소하기 위해 설계되었습니다. 예를 들어, 지방교부세, 국고보조금, 조정교부금 등이 수직적 재정조정제도의 주요 수단입니다.

    반면, 수평적 재정조정제도는 동일 수준의 지방정부 간 재정 불균형을 해소하기 위해 재정력이 강한 지방자치단체가 재정력이 약한 지방자치단체에 지원하는 방식을 말합니다. 이는 지역상생발전기금이나 재산공동과세와 같은 재원을 통해 이루어집니다.

    요약하자면, 수직적 재정조정제도는 중앙정부와 지방정부 간 재정 불균형을 해소하는 데 중점을 두는 반면, 수평적 재정조정제도는 동일 수준의 지방정부 간 재정 불균형을 해소하는 데 중점을 둡니다."
TEST_052,"지방재정조정제도는 자체 재원만으로 지출 책임을 충족하지 못하는 지방자치단체를 지원하고, 중앙-지방 간 재정 불균형을 완화하며, 국가 재정의 재배분을 통해 지방자치단체의 기본적인 수요에 대한 지출을 촉진하는 중요한 기능을 수행합니다. 이는 지방교부세와 국고보조금 위주의 정부 간 재정관계를 구현하는 우리나라에서 실질적인 균형발전을 이루기 위해 재정조정제도의 중심축인 이전재원의 역할에 대한 이해가 중요하다는 점에서 중요합니다. 지방교부세는 단순히 국고에서 지원되는 교부금이 아닌 중앙정부와 지방자치단체가 공유하는 재원으로, 지방자치 실현에 중요한 일반재원에 해당합니다. 국고보조금은 중앙정부의 세출이자 지방자치단체의 세입에 해당하는 교부금으로, 예산의 배분에 관하여 중앙정부와 지방자치단체 모두의 이해관계가 높은 사안입니다. 지방재정조정제도는 중앙-지방 간 재정력 격차 완화와 재원의 배분에 대한 지속적인 논의가 필요하며, 이전재원의 재정조정 기능과 나아갈 방향을 모색하는 데 중요한 역할을 합니다."
TEST_053,"중앙-지방 간 재정조정제도에서 수직적 재정 불균형을 해소하기 위해 지방교부세, 국고보조금, 조정교부금(자치구 조정교부금, 시·군 조정교부금) 등의 재원을 이전합니다. 이 재원들은 지방자치단체가 자체적으로 조달하기 어려운 재정수요를 중앙정부가 지원하여 재정 불균형을 해소하는 데 사용됩니다. 예를 들어, 지방교부세는 지방자치단체의 재정수요를 보전하기 위해 중앙정부가 지방자치단체에 이전하는 재원으로, 보통교부세, 특별교부세, 부동산교부세, 소방안전교부세 등의 형태로 제공됩니다. 국고보조금은 특정 목적에 대한 재정지원을 위해 중앙정부가 지방자치단체에 이전하는 재원으로, 일반보조금, 특정매칭 보조금, 지역발전특별회계보조금 등의 형태로 제공됩니다. 조정교부금은 광역-기초 간 재정 불균형을 해소하기 위해 광역자치단체가 기초자치단체에 이전하는 재원으로, 자치구 조정교부금, 시·군 조정교부금 등의 형태로 제공됩니다."
TEST_054,"중앙정부의 예산편성은 결국 민간과 공공 부문 사이의 재원 배분 문제이며 중앙과 지방 사이의 재원 배분 문제를 결정합니다. 중앙정부가 지방자치단체에 얼마의 재원을 어떤 기준에 의해 배분할 것인가에 대한 답은 지방재정조정 제도를 통해 찾을 수 있습니다.

중앙-지방 간 재정조정제도의 주요 이전재원 수단으로는 지방교부세와 국고보조금이 있습니다. 지방교부세는 지방자치단체 간 재정력 격차를 시정하고, 지역 간 외부 효과를 내부화하여 지방공공재 공급을 원활하게 하는 데 목적이 있습니다. 국고보조금은 중앙정부의 위임사무에 대한 비용 부담을 지방자치단체가 부담하지 않도록 지원하는 역할을 합니다.

프랑스의 지방재정조정제도는 목적에 따라 권한 이양에 따른 재정상 보상조치와 정부 간 재원 불균형을 조정하는 형평교부금 제도로 구분됩니다. 프랑스는 1979년 경상비교부금(DGF)을 창설하여 재정력이 강한 중앙정부가 재정력이 약한 지방정부에 차등 지원하고 있습니다. 2003년에는 헌법개정을 통해 지방재정조정제도의 헌법적 근거를 마련하였고, 2010년대 이후에는 중앙정부의 재정적자로 인해 수평적 형평교부금의 역할을 강조하기 시작했습니다.

프랑스의 지방재정조정제도는 규모의 측면에서 수직적 재정조정 위주로 이루어지며, 이전재원은 지방자치단체가 자유롭게 사용할 수 있는 경상비교부금(DGF)을 사용합니다. 2021년 경상비교부금(DGF)의 총규모는 267억 5,800유로이며, 인구수, 재정수요 등을 기준으로 배분하고 재정위원회(CFL)를 통해 재정조정을 합니다.

중앙-지방정부 간 재정조정을 위한 재원이전 현황을 보면, 2022년 기준 재원이전 전체 금액인 140조 229억원 중 지방교부세가 43.2%(65조 560억원), 국고보조금이 56.8%(79조 4,669억원)를 차지합니다. 중앙정부가 재정"
TEST_055,"재정사업 성과관리제도의 필요성은 2000년대 후반 금융위기로 성과중심 재정관리 강화 움직임이 국제적으로 확산되면서 대두되었습니다. 2007년 기준, 70% 이상의 OECD 국가에서 예결산 문서에 비재무적 성과정보를 포함하기 시작했습니다. 이에 따라 우리나라도 2006년 4대 재정개혁을 통해 프로그램 예산제도를 근간으로 하는 재정사업 성과관리제도를 정착시켜 운영하기 시작했습니다.

    한국에서 재정사업 성과관리제도는 2007년 「국가재정법」 시행 이후 최소한의 법 조항으로 운영되어 왔습니다. 그러나 2021년 12월 법 개정을 통해 별도의 장이 신설되면서 개념과 체계가 명확해졌습니다. 개정된 「국가재정법」은 재정사업 성과관리가 '성과목표관리'와 '성과평가'임을 명시하고, 성과 관리의 용어, 양식, 절차, 평가항목을 표준화하여 제도 전반에 대한 이해도를 제고하였습니다.

    성과목표관리란 재정사업에 대한 성과목표·지표 등의 설정 및 그 달성을 위한 집행과정·결과의 관리를 의미하며, 성과평가는 재정사업의 계획수립, 집행과정 및 결과 등에 대한 점검·분석·평가를 말합니다. 또한, 개정된 법에 따라 '성과관리 기본계획'(5개년) 및 '추진계획'(연간) 수립이 의무화되었습니다. 정부는 행정 부담을 경감하면서 재정운용의 책임성·투명성을 제고하는 방향으로 제도를 개편하였습니다."
TEST_056,"청년일자리도약장려금은 취업에 어려움을 겪는 청년들을 지원하기 위해 마련된 정부 정책입니다. 이 정책은 일정 기준을 충족하는 만 19세에서 34세 사이의 청년을 대상으로 합니다. 구체적으로, 청년일자리도약장려금은 청년을 신규 채용하는 기업에 대해 지원금을 제공합니다.

    지원 방식은 다음과 같습니다:

    1. 최초 1년 동안은 매월 60만 원을 지급합니다.
    2. 2년 동안 근속 시에는 480만 원(월 40만 원 × 12개월)을 일시 지급합니다.

    이 정책은 청년들이 안정적인 일자리를 확보할 수 있도록 돕고, 기업들도 청년 채용을 장려하기 위해 마련되었습니다."
TEST_057,"재정성과관리제도는 국정운영과 여러 가지 측면에서 연결됩니다. 첫째, 재정성과관리제도는 재정사업의 기획, 집행, 환류, 종료에 이르는 전 주기를 체계적으로 관리하여 효율적 재정 운용을 뒷받침합니다. 이는 정부가 재정 자원을 효과적으로 배분하고, 그 결과를 책임감 있게 관리하도록 돕습니다.

둘째, 재정성과관리제도는 성과 정보를 바탕으로 한 재정 운영을 강조합니다. 이는 정부가 재정 사업을 통해 달성하고자 하는 구체적인 목표와 성과를 명확히 설정하고, 그 성과를 정기적으로 평가하여 개선할 수 있도록 합니다. 이를 통해 정부는 재정 자원을 최대한 활용하고, 국민에게 더 나은 서비스를 제공할 수 있습니다.

셋째, 재정성과관리제도는 국정운영의 주요 목표와 연계됩니다. 정부는 110대 국정과제 중 재정 정상화와 지속 가능성을 위해 재정성과관리체계를 강화하고 있습니다. 이는 정부가 재정 자원을 효율적으로 관리하고, 그 결과를 국민에게 투명하게 공개하여 책임성을 확보하려는 노력과 연결됩니다.

넷째, 재정성과관리제도는 국제기구의 논의와도 연결됩니다. OECD와 World Bank 등 국제기구들은 재정 성과 관리를 강화하기 위한 다양한 권고와 지침을 제시하고 있습니다. 우리나라도 이러한 국제기구의 권고를 반영하여 재정성과관리제도를 개선해 나가고 있습니다.

결론적으로, 재정성과관리제도는 효율적 재정 운용, 성과 중심의 재정 운영, 국정운영과의 연계, 국제기구의 권고 반영 등 다양한 측면에서 국정운영과 연결됩니다. 이를 통해 정부는 재정 자원을 효과적으로 관리하고, 국민에게 더 나은 서비스를 제공할 수 있습니다."
TEST_058,"성과관리의 실효성 강화를 위해 정부는 여러 조치를 취해왔습니다. 주요 조치로는 다음과 같습니다:

1. 성과 중심의 재정 운용을 위한 법제도 근거 마련: 2021년 「국가재정법」 개정으로 성과 중심의 재정 운용을 위한 법적 근거가 마련되었습니다.
2. 성과보고서 중심의 국가결산: 2021년 5월 발표된 ""2021년도 국가결산""의 성과보고서를 통해 재정성과관리 현황을 파악하였습니다.
3. 성과정보 공개: 재정성과관리의 실효성을 제고하기 위해 관련 정보를 국민에게 공개하여 책임성을 확보하였습니다.
4. 성과관리제도 개선: 2018년 제도 개선으로 성과관리체계를 단순화하고, 예산과 성과관리의 기계적 연동을 폐지하여 실효성을 제고하였습니다.
5. 부처 자율성 강화: 각 부처에서 지표와 배점 기준을 자율적으로 결정하도록 하여, 부처의 자율적인 재정사업 성과관리를 확대하였습니다.
6. 성과관리 인프라 확충: 사업별 성과정보 DB 구축, 온라인 재정정보 공개의 사용자 친화성 개선, 재정성과포럼 운영 등 성과관리 인프라를 확충하였습니다.
7. 중기재정사업 성과관리: 성과관리 사각지대 해소, 사업성과평가의 예산편성 활용 확대를 위한 중점 추진과제를 제시하였습니다.
8. 재정사업 자율평가의 전면 개편: 평가 체계를 단순화하고, 평가 및 환류 개선을 위한 노력을 지속하고 있습니다.

이러한 조치들을 통해 정부는 재정성과관리의 실효성을 강화하고, 국민이 체감할 수 있는 성과를 중심으로 재정을 운영하고자 노력하고 있습니다."
TEST_059,"재정성과관리 관련 주요 쟁점은 다음과 같습니다:

1. 효율성: 재정사업의 기획, 집행, 환류, 종료에 이르는 전 주기를 체계적으로 관리하여 효율적 재정 운용을 뒷받침하는 것입니다. 이는 재정사업의 목표와 성과를 명확히 설정하고, 이를 통해 재정 투입의 효과성을 점검하는 것을 의미합니다.

2. 책임성: 재정성과관리의 실효성을 제고하기 위한 제도 개선과 재정정보시스템 지원 노력은 국제기구의 권고부터 각국 정부의 업무 개선에 이르기까지 다각도로 이루어지고 있습니다. 이는 재정정보의 투명성을 강화하고, 국민에게 재정운영의 책임을 명확히 하는 것을 목표로 합니다.

3. 투명성: 재정성과관리의 최종 목표는 국민이 정부가 하는 일의 목표에서 성과에 이르는 전과정을 투명하게 알 수 있게 하는 것입니다. 이를 위해 재정정보의 관리 및 공개 플랫폼을 지속적으로 유지하고 발전시켜, 재정정보의 품질을 확보하는 것이 필요합니다.

4. 평가제도: 우리나라에서는 2006년 4대 재정개혁을 통해 프로그램 예산제도로 전환, 프로그램 단위의 재정성과관리제도를 정착시켜 운영하고 있습니다. 「국가재정법」에 의한 기금운용 평가, 「국고보조금법」에 의한 국고보조사업 연장평가, 「부담금관리기본법」상 부담금운용평가, 「복권및복권기금법」에 의한 복권기금 운용·관리평가 등의 평가제도를 운영 중입니다. 그러나 이러한 평가제도의 정합성 확보와 합리적 운영을 통해 재정관리가 강화될 필요가 있습니다.

5. 복잡성: 재정관리체계가 복잡하게 발전함에 따라, 각 관리·평가제도 간 정합성 확보와 합리적 운영을 통해 재정관리가 강화될 것으로 전망됩니다. 2021년 「국가재정법」 개정으로, 동 법에 의한 재정사업 평가와 개별 법령에 따라 실시되는 평가 대상 중복이 해소될 것으로 기대됩니다."
TEST_060,"재정성과관리는 여러 가지 이유로 중요합니다. 첫째, 재정성과관리는 단순 예산·결산 중심에서 벗어나 결과를 또는 산출 지향적으로 운영함으로써, 재정 투입의 효과성을 높일 수 있습니다. 이는 정부가 하는 일의 목표에서 성과에 이르는 전과정을 명확히 하여, 국민이 정부의 재정 활동을 더 잘 이해할 수 있게 합니다.

    둘째, 재정성과관리는 재정 효율성과 책임성을 강화합니다. 이를 통해 정부는 재정 투입의 효과를 점검하고, 재정 여력을 지속적으로 확보할 수 있습니다. 이는 특히 경제 상황의 변화에 따라 재정 환경을 적응해 나가는 데 중요한 역할을 합니다.

    셋째, 재정성과관리는 투명성을 강화합니다. 재정정보의 관리 및 공개 플랫폼을 지속적으로 유지하고 발전시켜, 재정정보의 품질을 확보하는 것이 필요합니다. 이를 통해 국민은 정부가 하는 일의 목표에서 성과에 이르는 전과정을 투명하게 알 수 있게 됩니다.

    마지막으로, 재정성과관리는 국제기구의 권고와 각국 정부의 업무 개선 노력에 따라 지속적으로 발전하고 있습니다. 미국은 성과 중심의 재정 운용을 선도하고 있으며, OECD와 World Bank 등 국제기구들도 이에 대한 권고를 하고 있습니다. 이러한 국제적 흐름에 따라 우리나라도 재정성과관리의 중요성을 인식하고, 이를 강화하기 위한 노력을 지속하고 있습니다."
TEST_061,"재정성과관리는 재정사업의 기획, 집행, 환류, 종료에 이르는 전 주기를 체계적으로 관리하여 효율적 재정 운용을 뒷받침하고, 관련 정보를 국민에게 공개하여 책임성을 확보하는 것을 목표로 합니다. 이는 재정사업의 목표에서 성과에 이르는 전과정을 투명하게 알 수 있게 하는 것을 최종 목표로 합니다. 재정성과관리는 지출 효율성을 증진하기 위해 재정지출이 달성해야 할 목표를 정확히 설정하고, 이의 달성도를 지속적으로 관리하는 활동을 포함합니다. 이를 위해 정부는 각종 측정 수단을 구비하여 계획 대비 집행 성과를 수집하고, 이 성과 정보를 환류하여 차년도 예산을 합리적으로 편성하기 위해 노력하고 있습니다. 프로그램 예산체계는 각 부처에서 동질적인 사업의 묶음인 프로그램을 예산 편성 착수 전에 미리 결정하고, 성과목표 수준도 함께 정하는 것으로, 프로그램 내의 사업 간 비교 기준이 명확해지고 성과를 중심으로 재정에 환류하기가 용이합니다."
TEST_062,"제공된 정보에는 국제기구들이 사업을 기준으로 예산을 나누어 성과 정보를 생산하는 구체적인 사례나 언급이 없습니다. 따라서, 이 질문에 대한 답변은 ""정보가 부족합니다."" 입니다."
TEST_063,"재정성과관리의 목적은 재정사업의 기획, 집행, 환류, 종료에 이르는 전 주기를 체계적으로 관리하여 효율적 재정 운용을 뒷받침하고, 관련 정보를 국민에게 공개하여 책임성을 확보하는 것입니다. 이를 통해 재정사업의 목표에서 성과에 이르는 전과정을 투명하게 알 수 있도록 하는 것이 목표입니다. 또한, 재정성과관리는 지출 효율성을 증진하기 위해 재정지출이 달성해야 할 목표를 정확히 설정하고, 이의 달성도를 지속적으로 관리하는 활동을 포함합니다. 이는 효율성, 형평성 등 다양한 가치를 통해 평가될 수 있으며, 이를 위해 정부는 각종 측정 수단을 구비하여 계획 대비 집행 성과를 수집하고 이 성과 정보를 환류하여 차년도 예산을 합리적으로 편성하기 위해 노력하고 있습니다. 프로그램 예산체계는 각 부처에서 동질적인 사업의 묶음인 프로그램을 예산 편성 착수 전에 미리 결정하고 성과목표 수준도 함께 정하는 것으로, 프로그램 내의 사업 간 비교 기준이 명확해지고 성과를 중심으로 재정에 환류하기가 용이합니다."
TEST_064,"2021년 「국가재정법」 개정으로 성과 중심의 재정 운용을 위한 법제도 근거가 마련되었습니다. 이는 재정성과관리가 강화될 것으로 전망됩니다. 구체적으로 어떤 규정이 신설되었는지에 대한 정보는 제공된 자료에서 명시적으로 언급되지 않았습니다. 그러나 개정된 「국가재정법」은 성과 중심의 재정 운용을 위한 체계와 절차를 확립하고, 이를 통해 재정운영의 효율성과 책임성을 높이기 위한 목적으로 개정된 것으로 이해됩니다."
TEST_065,"성과관리제도는 지출 구조조정을 위해 여러 방향으로 추진되고 있습니다. 첫째, 각 부처에서 지표와 배점 기준을 자율적으로 설정할 수 있도록 하여, 부처의 자율적인 재정사업 성과관리를 확대하였습니다. 둘째, 성과관리체계를 단순화하고, 예산과 성과관리의 기계적 연동을 폐지하여, 합리적 재정사업 구조조정을 가능하게 하였습니다. 셋째, 재정당국의 성과관리 전략성을 강화하여, 부처의 자율성을 강화하고 투명성을 제고하였습니다. 이러한 조치들은 성과관리제도의 실효성을 제고하고, 국민이 체감할 수 있는 결과를 중심으로 재정을 운영하여 투명성을 높이는 데 기여하고 있습니다."
TEST_066,"재정사업 자율평가는 재정사업의 효율성과 효과성을 평가하여 지출 구조를 조정하고, 평가의 실효성을 높이기 위한 제도입니다. 2018년 제도 개선으로 각 부처에서 지표와 배점 기준을 자율적으로 정할 수 있게 되었으며, 성과관리체계를 단순화하고 예산과 성과관리의 기계적 연동을 폐지하였습니다. 이로 인해 부처의 자율적인 재정사업 성과관리가 확대되었고, 성과관리 실효성이 제고되었습니다. 또한, 부처 자율성 강화와 재정당국의 성과관리 전략성 강화에 기여하였습니다. 재정성과관리제도는 프로그램 단위의 성과관리를 통해 거시적 재정총량 위주의 관리와 개별 부처의 재정 최하단부의 재정사업 관리체계를 연결하는 역할을 합니다."
TEST_067,"2016년 재정성과관리제도의 환류 개선사항은 다음과 같습니다:

1. 평가 체계를 단순화: 2015년까지 11개 평가지표에서 4개로 단순화하여 평가의 효율성을 높였습니다.
2. 부처 자율성 강화: 각 부처에서 지표와 배점 기준을 자율적으로 결정하도록 하여, 부처의 자율적인 재정사업 성과관리를 확대하였습니다.
3. 성과관리체계 단순화: 성과관리체계를 단순화하여 예산과 성과관리의 기계적 연동을 폐지하고, 합리적 재정사업 구조조정을 통해 성과관리 실효성을 제고하였습니다.
4. 성과 중심의 재정 운영: 결과지향적이고 국민이 체감할 수 있는 성과를 중심으로 재정을 운영하여 투명성을 제고하였습니다.
5. 성과보고서 공개: 성과보고서를 공개하여 국민에게 재정운영의 결과를 알리고 책임성을 확보하였습니다.

이러한 개선사항들은 재정성과관리의 실효성을 제고하고, 각 부처의 자율성을 강화하여 재정운영의 효율성을 높이기 위한 목적이었습니다."
TEST_068,"2018년도 재정성과관리제도 개선사항은 다음과 같습니다:

1. 평가지표 단순화: 2015년까지 11개 평가지표에서 4개로 단순화하여 평가의 효율성을 높였습니다.
2. 부처 자율성 강화: 각 부처에서 지표와 배점 기준을 자율적으로 결정하도록 하여, 부처의 자율적인 재정사업 성과관리를 확대하였습니다.
3. 성과관리체계 단순화: 성과관리체계를 단순화하여 예산과 성과관리의 기계적 연동을 폐지하고, 합리적 재정사업 구조조정을 통해 성과관리 실효성을 제고하였습니다.
4. 성과관리 전략성 강화: 부처 자율성을 강화하고 재정당국의 성과관리 전략성을 강화하여, 재정성과관리의 실효성을 높였습니다.
5. 결과지향적 성과관리: 결과지향적인 성과관리를 통해 국민에게 재정이 하는 일을 더 쉽게 설명하고, 투명성을 제고하였습니다.

이러한 개선사항으로 인해 다음과 같은 효과가 발생했습니다:

1. 성과관리체계 단순화: 성과관리체계를 단순화하여 평가의 효율성을 높이고, 부처의 자율성을 강화하였습니다.
2. 예산과 성과관리의 기계적 연동 폐지: 예산과 성과관리의 기계적 연동을 폐지하여, 재정사업 구조조정을 통해 효율을 높였습니다.
3. 합리적 재정사업 구조조정: 합리적 재정사업 구조조정을 통해 성과관리 실효성을 제고하였습니다.
4. 성과관리 전략성 강화: 성과관리 전략성을 강화하여, 재정성과관리의 실효성을 높였습니다.
5. 결과지향적 성과관리: 결과지향적인 성과관리를 통해 국민에게 재정이 하는 일을 더 쉽게 설명하고, 투명성을 제고하였습니다.

이러한 개선사항은 재정성과관리의 실효성을 높이고, 부처의 자율성을 강화하여, 재정운영의 효율성을 높이는 데 기여하였습니다."
TEST_069,"재정사업 자율평가의 전면 개편을 통해 제시된 중점 추진과제는 다음과 같습니다:

1. 성과관리 사각지대 해소: 성과관리 사각지대를 해소하고 사업성과평가의 예산편성 활용을 확대하기 위해 중점 과제를 제시하였습니다.
2. 평가부담 완화를 위한 개선: 평가부담을 완화하고 지출구조조정을 강화하는 등 사업성과평가 개편을 추진하였습니다.
3. 핵심사업평가를 위한 핵심 재정사업군 선별: 5년간 전주기 관리를 위해 핵심 재정사업군을 선별하였습니다.
4. 사업별 성과정보 DB 구축: 사업별 성과정보를 DB로 구축하여 관리하고, 온라인 재정정보 공개의 사용자 친화성을 개선하였습니다.
5. 재정성과포럼 운영: 재정성과포럼을 운영하여 성과관리 인프라를 확충하였습니다.

이러한 중점 추진과제를 바탕으로 정부는 「’23년 재정사업 성과관리 추진계획」을 12월까지 마련해 보고할 계획입니다."
TEST_070,"재정성과관리제도는 정부 예산의 효율적 운용을 확보하고, 관련 정보를 국민에게 공개하여 책임성을 확보하는 데 중요한 역할을 합니다. 이는 정부의 재정 건전성과 지속 가능성을 확보하는 데 필수적입니다.

정부의 110대 국정과제 중 재정 정상화 및 재정의 지속 가능성 확보를 위해 재정성과관리체계를 강화하는 것이 제시되었습니다. 재정성과관리는 단순 예산·결산 중심에서 벗어나 재정을 결과 또는 산출 지향적으로 운영하는 것으로, 산출의 우선순위를 명확하게 하는 한편 국민에게 재정이 하는 일을 보다 알기 쉽게 설명할 수 있기에 중요합니다.

2021년 「국가재정법」 개정으로 성과 중심의 재정 운용의 법제도 근거가 마련되어, 재정성과관리가 더욱 강화될 것으로 전망됩니다. 이는 재정사업의 기획에서 집행, 환류, 종료에 이르는 전 주기를 체계적으로 관리하여 효율적 재정 운용을 뒷받침하고, 관련 정보를 국민에게 공개하여 책임성을 확보하는 것을 의미합니다.

국정운영과 재정성과관리제도의 연결성은 다음과 같습니다:

1. 효율적 재정 운용: 재정성과관리제도는 정부 예산의 효율적 운용을 확보하여, 한정된 자원을 최대한 활용하고 낭비를 방지하는 데 기여합니다.
2. 책임성 강화: 재정성과관리제도는 재정사업의 성과와 결과를 투명하게 공개하여, 정부와 담당자들이 책임을 지도록 합니다.
3. 지속 가능한 재정: 재정성과관리제도는 재정 건전성과 지속 가능성을 확보하여, 미래 세대의 부담도 고려하는 재정 운용을 가능하게 합니다.
4. 국민 이해도 향상: 재정성과관리제도는 재정정보의 공개와 이해를 높여, 국민이 정부의 재정 활동을 더 잘 이해하고 참여할 수 있도록 합니다.

결론적으로, 재정성과관리제도는 정부의 효율적 재정 운용, 책임성 강화, 지속 가능한 재정, 그리고 국민 이해도 향상을 통해 국정운영과 깊이 연결되어 있습니다."
TEST_071,"정부는 재정성과관리체계 강화를 위해 다양한 제도와 정책을 제시하고 있습니다. 재정성과관리는 단순 예산·결산 중심에서 벗어나 재정을 결과 또는 산출 지향적으로 운영하는 것을 목표로 합니다. 이는 산출의 우선순위를 명확하게 하고, 국민에게 재정이 하는 일을 더 쉽게 설명할 수 있게 하는 것을 의미합니다.

2021년 「국가재정법」 개정으로 성과 중심의 재정 운용의 법제도 근거가 마련되었으며, 이를 통해 재정성과관리가 더욱 강화될 것으로 전망됩니다. 정부는 2021년도 국가결산의 성과보고서를 중심으로 재정성과관리 현황을 파악하고, 국제기구의 논의와 함께 앞으로의 운영 방향을 모색하고 있습니다.

재정성과관리제도의 목표는 재정사업의 기획에서 집행, 환류, 종료에 이르는 전 주기를 체계적으로 관리하여 효율적 재정 운용을 뒷받침하고, 관련 정보를 국민에게 공개하여 책임성을 확보하는 것입니다. 이를 위해 성과 정보를 바탕으로 한 재정 운영 노력은 미국에서 시작되었으며, OECD, World Bank 등에서 2000년대 중반부터 재정사업 성과관리를 발표하고 있습니다.

정부는 성과관리 사각지대 해소, 사업성과평가의 예산편성 활용 확대를 위한 중점 추진과제를 제시하고 있습니다. 평가부담을 완화하고 지출구조조정을 강화하는 등 사업성과평가 개편, 핵심사업평가를 위한 핵심 재정사업군을 선별하여 5년간 전주기 관리, 사업별 성과정보 DB 구축, 온라인 재정정보 공개의 사용자 친화성 개선, 재정성과포럼 운영 등 성과관리 인프라를 확충하고 있습니다.

또한, 재정사업 자율평가는 평가 대상 사업의 범위, 평가 주기, 상위 평가 방식 등에서 지속적인 제도 개선을 통해 재정관리 합리성을 제고하고 있습니다. 우리나라에서는 2006년 4대 재정개혁을 통해 프로그램 예산제도로 전환, 프로그램 단위의 재정성과관리제도를 정착시켜 운영하고 있습니다.

결론적으로, 정부는 재정성과관리체계 강화를 위해 다양한 제도와 정책을 제시하고 있으며, 이를 통해 재정운영의 효율성과 책임성을 높이고자 노력하고 있습니다."
