SAMPLE_ID,Answer
TEST_044,"프랑스의 재정조정제도에서 최근 강조되는 형평교부금은 재정적 여건이 열악한 지방자치단체에 대한 지원을 강화하는 역할을 합니다. 특히, 2010년대 이후 중앙정부의 재정적 자원 부족으로 인해 수평적 형평교부금의 역할이 더욱 중요해졌습니다. 

    프랑스에서는 인구수, 재정수요 등을 기준으로 형평교부금을 배분하고, 이를 통해 재정적으로 어려움을 겪는 지방자치단체의 재정적 불균형을 완화하고 있습니다. 
"
TEST_045,"지방재정조정제도의 목적은 지방자치단체 간 재정력 격차의 시정, 지역 간 외부 효과의 내부화를 통한 지방공공재 공급, 그리고 중앙정부의 위임사무에 대한 비용 부담 등을 해결하기 위한 조치입니다. 즉, 재정을 조정하여 지역 간의 재정 불균형을 완화하고, 지방정부가 본연의 기능을 수행하며 국가 균형발전을 이루는 것을 목표로 합니다. 


"
TEST_046,"2000년대 후반 금융위기 이후


"
TEST_047,"한국 재정사업 성과관리제도는 2007년 「국가재정법」 시행 이후 최소한의 법 조항으로 운영되었습니다. 그러나 2021년 12월 「국가재정법」 개정을 통해 별도의 장(章)이 신설되면서 개념 및 체계가 명확해졌습니다. 

    이 개정을 통해 '성과관리 기본계획'(5개년) 및 '추진계획'(연간) 수립이 의무화되었습니다. 이는 정부가 행정 부담을 줄이면서 재정 운용의 책임성과 투명성을 높이기 위한 노력의 일환입니다. 


"
TEST_048,"핵심재정사업 성과관리제도를 성공적으로 안착시키고 성과 정보를 학습의 도구로 활용하기 위해서는 다음과 같은 노력이 필요합니다.

    **1. 국민의 이해 증진:**

    * **투명하고 쉬운 정보 제공:** 핵심재정사업의 개념, 선정 배경, 주요 내용, 성과지표, 목표 등을 국민이 쉽게 이해할 수 있는 방식으로 공개해야 합니다. 다양한 매체를 활용하여 홍보하고, 온라인 플랫폼을 통해 정보 접근성을 높이는 노력이 필요합니다.
    * **사례 중심 설명:** 핵심재정사업의 성과를 구체적인 사례와 함께 제시하여 국민들이 실질적인 효과를 이해하도록 돕는 것이 중요합니다. 성공 사례를 소개하고, 성과 지표를 통해 측정된 결과를 시각적으로 표현하여 이해도를 높일 수 있습니다.

    **2. 교육 및 훈련 프로그램 개발:**

    * **정부 기관 및 관련"
TEST_049,"사회보험 사각지대 발생의 주요 원인은 다음과 같습니다.

    1. **사업주의 비용 절감:** 사업주들은 사회보험료 부담을 줄이기 위해 사회보험 가입을 회피하는 경우가 있습니다.
    2. **근로자의 실질 가처분 소득 감소:** 사회보험 가입으로 인해 근로자의 실질적인 소득이 감소할 수 있다는 인식으로 인해 가입을 거부하는 경우도 있습니다.

    이러한 원인으로 인해 발생하는 문제는 다음과 같습니다.

    1. **고용 취약계층의 사회보험 가입 저조:** 저임금 근로자, 일시직 근로자 등 고용 취약계층은 잦은 이직, 영세사업장의 빈번한 신생·소멸 등으로 소득단절 위험이 높아 사회보험 가입이 특히 중요하지만, 위와 같은 원인으로 인해 가입률이 저조합니다.
    2. **사회보장 수급의 불안정성:** 사회보"
TEST_050,"청년일자리도약장려금은 우선지원대상기업에서 만 15~34세의 취업애로청년을 정규직으로 채용 후 6개월 고용유지하는 경우 최장 2년간 지원됩니다. 


"
TEST_051,"수직적 재정조정제도와 수평적 재정조정제도의 차이는 재원이 이전되는 대상에 있습니다. 

    * **수직적 재정조정제도**: 중앙정부와 지방정부 간 또는 광역-기초 간에 재원을 이전하는 방식입니다. 예를 들어, 중앙정부가 지방자치단체에 지방교부세, 국고보조금, 조정교부금 등을 지급하는 것이 수직적 재정조정의 예시입니다.

    * **수평적 재정조정제도**: 동일 수준의 지방정부 간, 즉 재정력이 강한 지방자치단체가 재정력이 약한 지방자치단체에 재원을 지원하는 방식입니다. 지역상생발전기금이나 재산공동과세를 통해 이루어집니다.



"
TEST_052,"지방재정조정제도는 크게 세 가지 목적을 가지고 있습니다. 첫째, 지방자치단체 간 재정력 격차를 시정하여 지역 간의 재정적 불평등을 해소하고자 합니다. 둘째, 지역 간 외부 효과를 내부화하여 지방공공재 공급을 원활하게 하려는 목적이 있습니다. 셋째, 중앙정부가 위임한 사업에 대한 비용 부담을 지방정부가 효율적으로 감당할 수 있도록 지원하는 것을 목표로 합니다. 


"
TEST_053,"중앙-지방 간 재정조정제도에서 수직적 재정 불균형을 해소하기 위해 **지방교부세, 국고보조금, 조정교부금**을 재원으로 이전합니다. 


"
TEST_054,"중앙정부의 예산편성은 결국 민간과 공공 부문 사이의 재원 배분 문제이자 중앙과 지방 사이의 재원 배분 문제입니다. 즉, 중앙정부가 지방자치단체에 얼마의 재원을 어떤 기준에 따라 배분할 것인지에 대한 답은 중앙-지방 간 재정조정제도를 통해 찾을 수 있습니다.

    이 재정조정제도는 주로 지방교부세와 국고보조금을 통해 재원을 이전합니다. 

    * **지방교부세**: 지방자치단체의 자체 수입을 보완하기 위해 중앙정부가 지방자치단체에 이전하는 세금입니다. 보통교부세, 특별교부세, 부동산교부세, 소방안전교부세 등이 있습니다.
    * **국고보조금**: 중앙정부가 지방자치단체의 재정적 어려움을 해소하고, 특정 사업을 지원하기 위해 지방자치단체에 이전"
TEST_055,"재정사업 성과관리제도의 필요성이 대두된 시기는 2000년대 후반 금융위기 이후로, 국제적으로 성과중심 재정관리 강화 움직임이 확산되면서입니다. 

    한국의 재정사업 성과관리제도는 2007년 「국가재정법」 시행 이후 최소한의 법 조항으로 운영되었으며, 2021년 12월 법 개정을 통해 별도의 장(章)이 신설되어 개념 및 체계가 명확해졌습니다. 즉, 현재는 개정된 「국가재정법」에 근거하여 운영되고 있습니다. 
"
TEST_056,"청년일자리도약장려금은 우선지원대상기업에서 만 15~34세의 취업애로청년을 정규직으로 채용 후 6개월 고용유지하는 경우 최장 2년간 지원됩니다. 


"
TEST_057,"재정성과관리제도는 전략목표와 우선순위를 중심으로 재정사업을 재구조화한다는 점에서 국정운영과 연결됩니다. 즉, 재정을 통해 어떤 전략적인 목표를 달성하고자 하는지 명확히 설정하고, 그에 따라 재정사업을 우선순위에 따라 재배치하는 과정이 국정운영과 직결됩니다. 


"
TEST_058,"성과관리의 실효성을 강화하기 위해 정부는 다양한 조치를 취했습니다. 

    * **평가표준화 및 제도 정비:** 과기정통부, 행안부 등에서 실시하는 재정사업 평가 기준, 절차, 방법 등을 표준화하여 부담 완화 및 지출 효율화를 도모하고, 다기화된 재정사업 평가제도를 통합 및 연계하는 정비 방안을 마련하여 시행합니다.
    * **성과관리 사각지대 해소 및 예산편성 활용 확대:** 2022년 8월에 발표된 중기 재정사업 성과관리 추진방향에서 성과관리 사각지대 해소와 사업성과평가의 예산편성 활용 확대를 중점 추진 과제로 제시했습니다.
    * **핵심사업평가 전주기 관리:** 핵심 재정사업군을 선별하여 5년간 전주기 관리를 통해 사업의 효율성과 지속 가능성"
TEST_059,"재정성과관리 관련 주요 쟁점은 다음과 같습니다.

    * **재정사업 평가의 대상, 범위, 효과, 개편 등**: 국가재정법상 재정사업 자율평가의 대상, 범위, 효과, 개편 등은 지속적으로 논의되어야 합니다. 또한, 개별 법령에 따라 실시되는 평가 대상 간 중복을 최소화해야 합니다.
    * **평가 결과의 활용 및 공개**: 재정성과관리 결과를 재정 운용에 반영하고, 국민에게 알기 쉽게 홍보하여 공개하는 노력이 지속적으로 이루어져야 합니다.



"
TEST_060,"재정성과관리는 단순히 재정의 효율성을 넘어, 국민이 정부의 재정 활용을 투명하게 이해하고 감시할 수 있도록 하는 중요한 역할을 합니다. 

    다음과 같은 이유로 재정성과관리가 중요합니다:

    * **성과 중심의 재정 투입:** 재정성과관리는 정부가 재정 자원을 효율적으로 배분하고, 성과를 측정하여 더욱 효과적인 사업과 정책으로 재원을 재배분하는 데 기여합니다.
    * **책임성 강화:** 재정사업의 성과를 평가하고 공개함으로써 정부 부처의 책임성을 강화하고, 국민의 신뢰를 얻는 데 도움을 줍니다.
    * **투명성 확보:** 재정정보의 관리 및 공개 플랫폼을 통해 국민이 정부의 재정 활동을 투명하게 파악하고 감시할 수 있도록 지원합니다.
    * **재정성과관리의 최종 목표:** 국민이"
TEST_061,"재정성과관리는 재정사업의 기획에서 집행, 환류, 종료에 이르는 전 주기를 체계적으로 관리하여 효율적 재정 운용을 뒷받침하고, 관련 정보를 국민에게 공개하여 책임성을 확보하는 것을 목표로 합니다. 

    즉, 재정사업의 성과를 측정하고 평가하여 재정 운영의 효율성을 높이고, 투명성을 확보하는 것을 목표로 합니다. 
"
TEST_062,"OECD, World Bank 등이 사업을 기준으로 예산을 나누어 성과 정보를 생산할 것을 강조하고 있습니다.



"
TEST_063,"재정성과관리의 목적은 재정사업의 기획에서 집행, 환류, 종료에 이르는 전 주기를 체계적으로 관리하여 효율적 재정 운용을 뒷받침하고, 관련 정보를 국민에게 공개하여 책임성을 확보하는 것입니다. 즉, 재정의 효율성과 투명성을 높이는 것을 목표로 합니다.



"
TEST_064,"2021년 「국가재정법」 개정으로, 동 법에 의한 재정사업 평가와 개별 법령에 따라 실시되는 평가 대상 중복을 최소화하도록 하는 규정이 신설되었습니다. 


"
TEST_065,"성과관리제도는 지출 구조조정을 위해 2016년 환류 개선을 통해 평가 결과를 반영하여 부처가 자율적으로 세출구조를 조정하도록 했습니다. 평가 대상 사업 전체 예산의 1% 이내에서 부처가 자율적으로 세출구조를 조정하도록 하고, 우수 등급 사업도 지출구조조정이 가능하게 했습니다. 구조조정이 어려운 사업에 대해서는 성과관리 개선대책을 제출하도록 했습니다. 이러한 방식을 통해 평가 결과를 실질적인 지출 변화로 이어지도록 유도하고 있습니다.


"
TEST_066,"재정사업 자율평가의 목적은 재정관리의 합리성을 제고하는 것입니다. 

    제도 개선 과정은 크게 세 단계로 나눌 수 있습니다.

    1. 2015년까지: 기획재정부에서 정한 공통 평가지침과 양식을 기본으로 각 부처가 3년 주기로 사업을 점검하고, 기획재정부가 메타 평가 방식으로 전수 평가를 수행했습니다.
    2. 2016~2017년: 연구개발사업을 포함하고 평가 주기를 매년으로 변경하여 통합재정사업 평가제도를 시행했습니다.
    3. 2018년부터 현재: 연구개발사업 평가를 분리하고 기존 자율평가 제도로 돌아왔습니다. 공통 평가지침과 평가보고서 표준서식을 폐지하고, 메타 평가 방식에서 80여 개 주요 핵심 사업에 대한 평가로 전환했습니다. 또한,"
TEST_067,"2016년도 환류 개선을 통해 평가 대상 사업 전체 예산의 1% 이내에서 부처에서 자율적으로 세출구조조정을 마련하도록 하고 우수 등급 사업도 지출구조조정이 가능하게 하는 한편, 구조조정이 어려운 사업에 대해서는 성과관리 개선대책을 제출하게 하였으며 현재도 이 틀에서 환류 수행하고 있습니다. 


"
TEST_068,"2018년도 재정성과관리제도 개선사항은 각 부처가 지표와 배점 기준을 자율적으로 설정하도록 하는 것으로, 부처의 자율적인 재정사업 성과관리 확대를 목표로 했습니다. 

    이로 인해 발생한 효과는 다음과 같습니다.
    * 성과관리체계 단순화
    * 예산과 성과관리의 기계적 연동 폐지
    * 합리적 재정사업 구조조정을 통한 성과관리 실효성 제고
    * 부처 자율성 강화
    * 재정당국의 성과관리 전략성 강화
    * 결과지향적이고 투명한 재정 운영을 위한 기반 마련



"
TEST_069,"재정사업 자율평가의 전면 개편을 통해 '성과관리 기본계획'의 4대 중점 추진과제 중 하나인 **핵심재정사업 성과관리**가 신설되었습니다. 핵심재정사업 성과관리는 정부 국정비전이 반영된 재정사업(군)의 조기 성과창출을 지원해 국정운영 동력을 강화하고자 하는 목적으로 추진됩니다. 


"
TEST_070,"재정성과관리제도는 재정을 프로그램 단위로 구분하고, 사전 목표와 사후 평가 결과를 중심으로 관리하는 것을 의미합니다. 

    이는 재정수지, 국가채무 등 재정 전체에 대한 총량 관리에서는 보지 못하는 미시적인 부분까지 재정을 관리하는 점에서 총량 관리와 보완적인 관계를 맺고 있습니다. 

    특히, 재정성과관리제도는 전략목표와 우선순위를 중심으로 재정사업을 재구조화한다는 점에서 국정운영과 직접적으로 연결됩니다. 

    지출 우선순위 측면에서 재정을 중장기 시계로 확장시켜 국정의 장기적인 목표 달성을 위한 재정 운영 전략 수립에 기여합니다.



"
TEST_071,"재정성과관리체계 강화를 위해 정부는 2021년 「국가재정법」 개정을 통해 성과 중심의 재정 운용의 법제도 근거를 마련했습니다. 

    재정성과관리는 단순 예산·결산 중심에서 벗어나 재정을 결과 또는 산출 지향적으로 운영하는 것을 목표로 합니다. 즉, 산출의 우선순위를 명확히 하고 국민에게 재정이 하는 일을 보다 알기 쉽게 설명할 수 있도록 하는 것이 중요합니다. 


"
TEST_072,"재정성과관리는 예산 편성부터 집행, 결산에 이르는 재정의 전 과정에서 수행됩니다. 

    구체적으로 예산 편성 과정에서 성과계획서를 작성하여 시작하며, 이를 바탕으로 연간 성과지표와 목표치를 관리하고 국회에 보고하며 국민에게 공개합니다. 각 부처는 성과계획서와 보고서 외에 재정사업에 대한 자율평가를 수행하고, 기획재정부는 지표 적정성을 점검하고 개별 재정사업에 대한 평가를 수행합니다.

    재정성과관리는 지출 효율성을 증진하기 위해 재정지출이 달성해야 할 목표를 정확히 설정하고, 이의 달성도를 지속적으로 관리하는 활동입니다. 
    결론적으로 재정성과관리는 효율성, 책임성, 투명성을 증진시키고, 재정의 목적 달성 여부를 평가하여 차년도 예산 편성에 반영하는 것을 목표로 합니다. "
TEST_073,"재정성과관리의 목적은 재정사업의 기획에서 집행, 환류, 종료에 이르는 전 주기를 체계적으로 관리하여 효율적 재정 운용을 뒷받침하고, 관련 정보를 국민에게 공개하여 책임성을 확보하는 것입니다. 

    우리나라의 재정성과관리제도는 2006년 4대 재정개혁을 통해 프로그램 예산제도를 근간으로 하는 재정사업 성과관리제도를 정착시켰습니다. 


"
TEST_074,"2007년 「국가재정법」 시행 이후, 우리나라 재정사업 성과관리제도는 최소한의 법 조항으로 운영되었습니다. 그러나 2021년 12월 「국가재정법」 개정을 통해 별도의 장을 신설하면서 개념과 체계를 명확히 하였습니다. 

    주요 변화는 다음과 같습니다:

    * **개념 및 체계 명확화:** 2021년 개정은 재정사업 성과관리가 '성과목표관리'와 '성과평가'임을 명시하고, 용어, 양식, 절차, 평가항목 등을 표준화하여 제도 전반에 대한 이해도를 높였습니다.
    * **성과관리 기본계획 및 추진계획 의무화:** 5개년 단위의 '성과관리 기본계획'과 연간 '추진계획' 수립이 의무화되어 정부의 재정운용 책임성과 투명성을 강화했습니다"
TEST_075,"재정사업 자율평가의 목적은 기계적인 예산과 성과관리 연동 폐지를 통한 재정사업 구조조정 합리화입니다. 

    제도 개선 방식은 크게 두 가지로 나눌 수 있습니다.

    1. **평가 체계의 단순화 및 효율성 제고:** 2015년부터 평가 체계를 단순화하여 피로도를 해소하고, 2016년부터는 각 부처의 목표 체계와 프로그램 예산 체계를 일치시켜 업무 중복을 경감했습니다. 2018년에는 평가 주기를 매년으로 변경하고, 평가 대상을 80여 개의 주요 핵심 사업으로 축소하여 메타 평가 방식의 전수 점검에서 벗어나 효율성을 높였습니다.

    2. **평가 결과의 실효성 강화:** 2015년 이전에는 평가 결과 미흡 등급 사업에 대해 일률적인 삭감을 시행했지만, 2018년"
TEST_076,"2015년 이전에는 평가 결과가 미흡 등급으로 분류될 경우, 해당 등급 비율을 강제로 배정하고 일률적으로 사업에 대한 예산을 삭감했습니다. 이로 인해 단위 사업 내 성과가 우수한 세부 사업도 삭감될 수 있었고, 사업 성격상 구조조정이 어려운 사업의 경우 평가를 통한 환류가 어려웠습니다.

    2016년부터는 평가 결과에 따라 예산을 일률적으로 삭감하는 방식을 개선하여, 우수 등급 사업도 지출구조조정을 할 수 있도록 했습니다. 또한, 구조조정이 어려운 사업에 대해서는 성과관리 개선대책을 제출하도록 하여 환류를 위한 다양한 방안을 모색하게 되었습니다.



"
TEST_077,"재정관리시스템 구축과 성과관리 개편을 추진하는 주된 목적은 재정 운용의 효율성을 증진시키고, 국민에게 재정 운용의 결과를 투명하게 공개하여 책임성을 확보하는 것입니다. 

    좀 더 구체적으로 설명하면, 

    * **효율성 증진**: 재정사업의 목표를 명확히 설정하고 달성도를 지속적으로 관리하여 예산을 효율적으로 사용하고자 합니다. 
    * **투명성 강화**: 재정사업의 성과를 측정하고 공개함으로써 국민이 재정 운용에 대한 이해를 높이고, 정부의 책임성을 강화하고자 합니다. 



"
TEST_078,"우리나라는 2011년부터 발생주의 기준을 적용한 국가결산보고서에서 우발부채를 보고하고 있습니다. 


"
TEST_079,"우발부채 관련 주요 쟁점은 다음과 같습니다:

    * **우발부채 개념 및 용어 사용의 혼란:**  국가회계기준, 지방회계기준, 한국채택국제회계기준(K-IFRS) 등에서 우발부채를 광의적 개념에 서만 정의하고 있어 용어 사용 혼란이 발생하고 있습니다.
    * **우발부채 분류기준 재검토:** 현재의 분류기준이 명확하지 않아 우발부채를 정확하게 분류하고 관리하는 데 어려움을 겪고 있습니다. 새로운 분류기준 정립이 필요합니다.
    * **발생주의 회계기준 적용에도 불구하고 인식 부족:** 발생주의 회계기준을 적용한 국가결산보고서가 10년간 작성되었지만, 우발부채에 대한 인식과 공시는 크게 달라지지 않았습니다. 현재 주석에서 ‘우발사항 및 약정사항’으로 보고하고 있습니다.
    * **국제기준과의"
TEST_080,"우발부채의 관리는 지속 가능한 재정 운영 차원에서 중요한 이슈로 여겨지는데, 이는 미래의 다양한 의무를 포함하고 있기 때문입니다. 즉, 우발부채는 예상치 못한 상황으로 인해 발생할 수 있으며, 이러한 부채는 미래에 재정적 부담으로 이어질 수 있습니다. 따라서 우발부채를 체계적으로 관리하고, 신뢰성 있는 추정과 공시를 통해 미래 재정 계획에 반영하는 것이 중요합니다. 


"
